"","Primkey","ID","SubID","Location","Side_A","Side_B","Incompability","Territory","Begin","End","Intensity","Type","Startdate","Startprecision","Startdate2","Startprecision2","COW_A","COW_B","COW_location","Continent","Lat","Lon","Radius","Version"
"55.21",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.22",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.23",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.24",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.25",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.26",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.27",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.28",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.29",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.30",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.31",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.32",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.33",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.34",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.35",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.36",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.37",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.38",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.39",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.40",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"55.41",123001950,1230,0,"Burma","Burma","KNU and KNDO",1,"Karen",1950,1991,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"56",123001992,1230,0,"Burma","Burma","KNU",1,"Karen",1992,1992,3,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"57",123001993,1230,0,"Burma","Burma","KNU",1,"Karen",1993,1995,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"57.1",123001993,1230,0,"Burma","Burma","KNU",1,"Karen",1993,1995,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"57.2",123001993,1230,0,"Burma","Burma","KNU",1,"Karen",1993,1995,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"58",123001997,1230,0,"Burma","Burma","KNU",1,"Karen",1997,2001,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"58.1",123001997,1230,0,"Burma","Burma","KNU",1,"Karen",1997,2001,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"58.2",123001997,1230,0,"Burma","Burma","KNU",1,"Karen",1997,2001,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"58.3",123001997,1230,0,"Burma","Burma","KNU",1,"Karen",1997,2001,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"58.4",123001997,1230,0,"Burma","Burma","KNU",1,"Karen",1997,2001,2,3,"01-Dec-47",4,"01-Jan-48",11,"775","","775",3,17,97.5,200,1.1
"59",124001948,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1948,1953,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"59.1",124001948,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1948,1953,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"59.2",124001948,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1948,1953,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"59.3",124001948,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1948,1953,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"59.4",124001948,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1948,1953,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"59.5",124001948,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1948,1953,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.1",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.2",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.3",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.4",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.5",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.6",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.7",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.8",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.9",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.10",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.11",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.12",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"60.13",124001954,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1954,1967,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"61",124001968,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1968,1978,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"61.1",124001968,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1968,1978,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"61.2",124001968,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1968,1978,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"61.3",124001968,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1968,1978,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"61.4",124001968,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1968,1978,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"61.5",124001968,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1968,1978,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"61.6",124001968,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1968,1978,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"61.7",124001968,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1968,1978,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"61.8",124001968,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1968,1978,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"61.9",124001968,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1968,1978,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"61.10",124001968,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1968,1978,3,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"62",124001979,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1979,1988,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"62.1",124001979,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1979,1988,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"62.2",124001979,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1979,1988,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"62.3",124001979,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1979,1988,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"62.4",124001979,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1979,1988,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"62.5",124001979,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1979,1988,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"62.6",124001979,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1979,1988,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"62.7",124001979,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1979,1988,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"62.8",124001979,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1979,1988,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"62.9",124001979,1240,0,"Burma","Burma","BCP, leftist organisations",2,"",1979,1988,2,3,"28-Mar-48",2,"28-Mar-48",2,"775","","775",3,20,95,500,1.1
"63",124001991,1240,0,"Burma","Burma","ABSDF",2,"",1991,1992,1,3,"01-Jan-91",6,"01-Jan-91",6,"775","","775",3,20,95,500,1.1
"63.1",124001991,1240,0,"Burma","Burma","ABSDF",2,"",1991,1992,1,3,"01-Jan-91",6,"01-Jan-91",6,"775","","775",3,20,95,500,1.1
"64",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.1",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.2",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.3",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.4",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.5",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.6",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.7",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.8",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.9",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.10",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.11",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.12",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.13",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.14",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.15",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.16",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.17",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.18",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.19",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.20",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.21",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.22",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.23",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.24",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.25",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.26",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.27",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.28",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.29",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.30",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.31",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.32",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.33",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.34",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.35",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.36",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.37",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.38",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.39",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"64.40",125001948,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1948,1988,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,19,94,250,1.1
"65",125001991,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1991,1992,1,3,"01-Jan-80",6,"01-Jan-80",6,"775","","775",3,19,94,250,1.1
"65.1",125001991,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1991,1992,1,3,"01-Jan-80",6,"01-Jan-80",6,"775","","775",3,19,94,250,1.1
"66",125001994,1250,0,"Burma","Burma","Arakan Insurgents",1,"Arakan",1994,1994,1,3,"01-Jan-80",6,"01-Jan-80",6,"775","","775",3,19,94,250,1.1
"67",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.1",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.2",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.3",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.4",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.5",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.6",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.7",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.8",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.9",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.10",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.11",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.12",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.13",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.14",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"67.15",126001948,1260,0,"Burma","Burma","Various Insurgents",1,"Mon",1948,1963,1,3,"01-Jan-48",6,"01-Jan-48",6,"775","","775",3,16.5,97,200,1.1
"68",126001990,1260,0,"Burma","Burma","NMSP",1,"Mon",1990,1990,1,3,"01-Jan-58",6,"01-Jan-58",6,"775","","775",3,16.5,97,200,1.1
"69",127001948,1270,0,"Costa Rica","Costa Rica","National Liberation Army",2,"",1948,1948,3,3,"03-Mar-48",2,"03-Mar-48",2,"94","","94",5,9.94,-84.08,50,1.1
"70",128001948,1280,0,"Hyderabad - India","Hyderabad","India",1,"Hyderabad",1948,1948,3,2,"13-Sep-48",2,"13-Sep-48",2,"-99","750","-99,750",3,17.5,78.5,300,1.1
"71",129001948,1290,0,"India","India","CPI",2,"",1948,1951,3,3,"18-Sep-48",2,"18-Sep-48",2,"750","","750",3,14,78,700,1.1
"71.1",129001948,1290,0,"India","India","CPI",2,"",1948,1951,3,3,"18-Sep-48",2,"18-Sep-48",2,"750","","750",3,14,78,700,1.1
"71.2",129001948,1290,0,"India","India","CPI",2,"",1948,1951,3,3,"18-Sep-48",2,"18-Sep-48",2,"750","","750",3,14,78,700,1.1
"71.3",129001948,1290,0,"India","India","CPI",2,"",1948,1951,3,3,"18-Sep-48",2,"18-Sep-48",2,"750","","750",3,14,78,700,1.1
"72",129011967,1290,1,"India","India","Naxalites/CPI (-Marxist)",2,"",1967,1972,1,3,"25-May-67",2,"25-May-67",2,"750","","750",3,20,84,700,1.1
"72.1",129011967,1290,1,"India","India","Naxalites/CPI (-Marxist)",2,"",1967,1972,1,3,"25-May-67",2,"25-May-67",2,"750","","750",3,20,84,700,1.1
"72.2",129011967,1290,1,"India","India","Naxalites/CPI (-Marxist)",2,"",1967,1972,1,3,"25-May-67",2,"25-May-67",2,"750","","750",3,20,84,700,1.1
"72.3",129011967,1290,1,"India","India","Naxalites/CPI (-Marxist)",2,"",1967,1972,1,3,"25-May-67",2,"25-May-67",2,"750","","750",3,20,84,700,1.1
"72.4",129011967,1290,1,"India","India","Naxalites/CPI (-Marxist)",2,"",1967,1972,1,3,"25-May-67",2,"25-May-67",2,"750","","750",3,20,84,700,1.1
"72.5",129011967,1290,1,"India","India","Naxalites/CPI (-Marxist)",2,"",1967,1972,1,3,"25-May-67",2,"25-May-67",2,"750","","750",3,20,84,700,1.1
"73",129021989,1290,2,"India","India","Naxalites/PWG, MCC",2,"",1989,1994,1,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,17,79,300,1.1
"73.1",129021989,1290,2,"India","India","Naxalites/PWG, MCC",2,"",1989,1994,1,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,17,79,300,1.1
"73.2",129021989,1290,2,"India","India","Naxalites/PWG, MCC",2,"",1989,1994,1,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,17,79,300,1.1
"73.3",129021989,1290,2,"India","India","Naxalites/PWG, MCC",2,"",1989,1994,1,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,17,79,300,1.1
"73.4",129021989,1290,2,"India","India","Naxalites/PWG, MCC",2,"",1989,1994,1,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,17,79,300,1.1
"73.5",129021989,1290,2,"India","India","Naxalites/PWG, MCC",2,"",1989,1994,1,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,17,79,300,1.1
"74",129021996,1290,2,"India","India","Naxalites/PWG, MCC",2,"",1996,2001,1,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,17,79,300,1.1
"74.1",129021996,1290,2,"India","India","Naxalites/PWG, MCC",2,"",1996,2001,1,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,17,79,300,1.1
"74.2",129021996,1290,2,"India","India","Naxalites/PWG, MCC",2,"",1996,2001,1,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,17,79,300,1.1
"74.3",129021996,1290,2,"India","India","Naxalites/PWG, MCC",2,"",1996,2001,1,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,17,79,300,1.1
